Func_id,Func_name,MMB1,MMB2,MSB1,MSB2,Sum
COG1891,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG1892,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG1893,Ketopantoate reductase,0,4,1,7,12
COG1894,"NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit",4,6,2,8,20
COG1895,"Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN",0,0,0,1,1
COG1896,Predicted hydrolases of HD superfamily,0,0,0,1,1
COG1897,Homoserine trans-succinylase,0,0,0,0,0
COG1898,"dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes",0,2,0,3,5
COG1899,Deoxyhypusine synthase,0,4,4,9,17
COG1900,Uncharacterized conserved protein,0,0,0,0,0
COG1901,Uncharacterized conserved protein,0,0,0,0,0
COG1902,"NADH:flavin oxidoreductases, Old Yellow Enzyme family",0,17,94,10,121
COG1903,Cobalamin biosynthesis protein CbiD,0,1,2,1,4
COG1904,Glucuronate isomerase,0,0,25,1,26
COG1905,NADH:ubiquinone oxidoreductase 24 kD subunit,1,3,0,4,8
COG1906,Uncharacterized conserved protein,0,0,0,0,0
COG1907,Predicted archaeal sugar kinases,0,0,0,0,0
COG1908,"Coenzyme F420-reducing hydrogenase, delta subunit",0,0,0,0,0
COG1909,Uncharacterized protein conserved in archaea,0,0,0,1,1
COG1910,Periplasmic molybdate-binding protein/domain,0,0,0,1,1
COG1911,Ribosomal protein L30E,0,0,0,2,2
COG1912,Uncharacterized conserved protein,0,1,0,0,1
COG1913,Predicted Zn-dependent proteases,0,0,0,2,2
COG1914,Mn2+ and Fe2+ transporters of the NRAMP family,1,4,33,11,49
COG1915,Uncharacterized conserved protein,1,0,1,8,10
COG1916,Uncharacterized homolog of PrgY (pheromone shutdown protein),0,0,0,0,0
COG1917,"Uncharacterized conserved protein, contains double-stranded beta-helix domain",6,5,30,8,49
COG1918,Fe2+ transport system protein A,0,0,0,0,0
COG1920,Uncharacterized conserved protein,0,0,0,1,1
COG1921,Selenocysteine synthase [seryl-tRNASer selenium transferase],1,3,0,5,9
COG1922,Teichoic acid biosynthesis proteins,0,2,9,0,11
COG1923,Uncharacterized host factor I protein,0,1,0,0,1
COG1924,Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain),0,0,0,0,0
COG1925,"Phosphotransferase system, HPr-related proteins",0,2,15,3,20
COG1926,Predicted phosphoribosyltransferases,1,1,0,7,9
COG1927,"Coenzyme F420-dependent N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase",0,0,0,0,0
COG1928,Dolichyl-phosphate-mannose--protein O-mannosyl transferase,0,0,11,1,12
COG1929,Glycerate kinase,0,0,14,3,17
COG1930,"ABC-type cobalt transport system, periplasmic component",0,0,0,0,0
COG1931,Uncharacterized protein conserved in archaea,0,0,0,1,1
COG1932,Phosphoserine aminotransferase,0,5,15,3,23
COG1933,"Archaeal DNA polymerase II, large subunit",0,0,0,1,1
COG1934,Uncharacterized protein conserved in bacteria,1,1,0,0,2
COG1935,Uncharacterized conserved protein,0,0,0,0,0
COG1936,Predicted nucleotide kinase (related to CMP and AMP kinases),0,0,0,2,2
COG1937,Uncharacterized protein conserved in bacteria,0,0,27,1,28
COG1938,Archaeal enzymes of ATP-grasp superfamily,0,0,0,1,1
COG1939,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG1940,Transcriptional regulator/sugar kinase,1,5,107,8,121
COG1941,"Coenzyme F420-reducing hydrogenase, gamma subunit",0,0,0,0,0
COG1942,"Uncharacterized protein, 4-oxalocrotonate tautomerase homolog",0,0,0,0,0
COG1943,Transposase and inactivated derivatives,1,0,3,9,13
COG1944,Uncharacterized conserved protein,0,2,0,5,7
COG1945,Uncharacterized conserved protein,0,0,0,2,2
COG1946,Acyl-CoA thioesterase,0,2,50,0,52
COG1947,4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase,0,3,14,1,18
COG1948,ERCC4-type nuclease,0,0,1,2,3
COG1949,Oligoribonuclease (3'->5' exoribonuclease),0,1,11,0,12
COG1950,Predicted membrane protein,0,0,11,2,13
COG1951,"Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain",1,1,18,3,23
COG1952,Preprotein translocase subunit SecB,0,2,0,0,2
COG1953,Cytosine/uracil/thiamine/allantoin permeases,0,7,13,4,24
COG1954,Glycerol-3-phosphate responsive antiterminator (mRNA-binding),0,0,0,0,0
COG1955,Archaeal flagella assembly protein J,0,0,0,0,0
COG1956,GAF domain-containing protein,0,1,0,5,6
COG1957,Inosine-uridine nucleoside N-ribohydrolase,0,1,26,14,41
COG1958,Small nuclear ribonucleoprotein (snRNP) homolog,0,0,2,2,4
COG1959,Predicted transcriptional regulator,0,2,13,0,15
COG1960,Acyl-CoA dehydrogenases,13,48,295,71,427
COG1961,"Site-specific recombinases, DNA invertase Pin homologs",0,1,37,18,56
COG1962,"Tetrahydromethanopterin S-methyltransferase, subunit H",0,0,0,0,0
COG1963,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG1964,Predicted Fe-S oxidoreductases,0,6,3,7,16
COG1965,"Protein implicated in iron transport, frataxin homolog",0,2,0,1,3
COG1966,"Carbon starvation protein, predicted membrane protein",0,6,16,19,41
COG1967,Predicted membrane protein,0,0,0,0,0
COG1968,Uncharacterized bacitracin resistance protein,0,4,18,11,33
COG1969,"Ni,Fe-hydrogenase I cytochrome b subunit",0,0,0,0,0
COG1970,Large-conductance mechanosensitive channel,1,2,13,6,22
COG1971,Predicted membrane protein,0,0,0,0,0
COG1972,Nucleoside permease,0,0,0,4,4
COG1973,Hydrogenase maturation factor,0,0,0,0,0
COG1974,SOS-response transcriptional repressors (RecA-mediated autopeptidases),0,6,23,7,36
COG1975,"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family",0,2,15,1,18
COG1976,Translation initiation factor 6 (eIF-6),0,0,2,2,4
COG1977,"Molybdopterin converting factor, small subunit",1,1,2,4,8
COG1978,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG1979,"Uncharacterized oxidoreductases, Fe-dependent alcohol dehydrogenase family",0,0,0,0,0
COG1980,"Archaeal fructose 1,6-bisphosphatase",2,0,3,3,8
COG1981,Predicted membrane protein,0,1,0,0,1
COG1982,Arginine/lysine/ornithine decarboxylases,1,8,24,7,40
COG1983,Putative stress-responsive transcriptional regulator,0,0,21,2,23
COG1984,Allophanate hydrolase subunit 2,0,2,17,3,22
COG1985,"Pyrimidine reductase, riboflavin biosynthesis",0,1,27,7,35
COG1986,Uncharacterized conserved protein,0,0,0,0,0
COG1987,"Flagellar biosynthesis pathway, component FliQ",0,1,0,0,1
COG1988,Predicted membrane-bound metal-dependent hydrolases,0,0,0,0,0
COG1989,"Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",0,1,0,3,4
COG1990,Uncharacterized conserved protein,0,0,16,1,17
COG1991,Uncharacterized conserved protein,0,0,0,0,0
COG1992,Uncharacterized conserved protein,0,0,1,2,3
COG1993,Uncharacterized conserved protein,0,1,0,0,1
COG1994,Zn-dependent proteases,1,0,14,4,19
COG1995,Pyridoxal phosphate biosynthesis protein,0,2,0,3,5
COG1996,"DNA-directed RNA polymerase, subunit RPC10 (contains C4-type Zn-finger)",0,0,0,1,1
COG1997,Ribosomal protein L37AE/L43A,0,0,0,0,0
COG1998,Ribosomal protein S27AE,0,0,0,1,1
COG1999,"Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems",0,2,0,13,15
COG2000,Predicted Fe-S protein,0,0,0,0,0
COG2001,Uncharacterized protein conserved in bacteria,3,2,16,3,24
COG2002,Regulators of stationary/sporulation gene expression,0,0,0,0,0
COG2003,DNA repair proteins,1,1,0,5,7
COG2004,Ribosomal protein S24E,0,0,0,0,0
COG2005,N-terminal domain of molybdenum-binding protein,0,0,0,1,1
COG2006,Uncharacterized conserved protein,0,0,0,1,1
COG2007,Ribosomal protein S8E,0,0,0,2,2
COG2008,Threonine aldolase,0,3,23,1,27
COG2009,"Succinate dehydrogenase/fumarate reductase, cytochrome b subunit",0,1,15,1,17
COG2010,"Cytochrome c, mono- and diheme variants",0,3,14,0,17
COG2011,"ABC-type metal ion transport system, permease component",0,4,26,2,32
COG2012,"DNA-directed RNA polymerase, subunit H, RpoH/RPB5",0,0,0,1,1
COG2013,Uncharacterized conserved protein,0,0,0,4,4
COG2014,Uncharacterized conserved protein,0,0,0,0,0
COG2015,Alkyl sulfatase and related hydrolases,0,0,0,0,0
COG2016,Predicted RNA-binding protein (contains PUA domain),0,0,0,2,2
COG2017,Galactose mutarotase and related enzymes,1,4,13,8,26
COG2018,Uncharacterized distant relative of homeotic protein bithoraxoid,0,0,0,0,0
COG2019,Archaeal adenylate kinase,0,0,0,2,2
COG2020,Putative protein-S-isoprenylcysteine methyltransferase,1,5,2,6,14
COG2021,Homoserine acetyltransferase,0,1,17,4,22
COG2022,Uncharacterized enzyme of thiazole biosynthesis,0,2,17,7,26
COG2023,RNase P subunit RPR2,0,0,0,1,1
COG2024,Phenylalanyl-tRNA synthetase alpha subunit (archaeal type),0,0,0,0,0
COG2025,"Electron transfer flavoprotein, alpha subunit",0,5,16,7,28
COG2026,Cytotoxic translational repressor of toxin-antitoxin stability system,0,0,0,0,0
COG2027,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4),0,2,15,6,23
COG2028,Uncharacterized conserved protein,0,0,0,0,0
COG2029,Uncharacterized conserved protein,0,0,0,0,0
COG2030,Acyl dehydratase,1,5,86,4,96
COG2031,Short chain fatty acids transporter,0,1,0,0,1
COG2032,Cu/Zn superoxide dismutase,2,0,0,0,2
COG2033,Desulfoferrodoxin,0,0,0,0,0
COG2034,Predicted membrane protein,0,0,0,0,0
COG2035,Predicted membrane protein,0,0,0,0,0
COG2036,Histones H3 and H4,0,0,0,1,1
COG2037,Formylmethanofuran:tetrahydromethanopterin formyltransferase,0,0,0,0,0
COG2038,NaMN:DMB phosphoribosyltransferase,0,1,0,4,5
COG2039,Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase),0,0,14,0,14
COG2040,Homocysteine/selenocysteine methylase (S-methylmethionine-dependent),0,1,26,1,28
COG2041,Sulfite oxidase and related enzymes,2,4,17,13,36
COG2042,Uncharacterized conserved protein,0,0,0,1,1
COG2043,Uncharacterized protein conserved in archaea,0,0,0,1,1
COG2044,Predicted peroxiredoxins,0,0,0,0,0
COG2045,Phosphosulfolactate phosphohydrolase and related enzymes,1,0,0,1,2
COG2046,ATP sulfurylase (sulfate adenylyltransferase),0,6,3,8,17
COG2047,Uncharacterized protein (ATP-grasp superfamily),0,0,0,5,5
COG2048,"Heterodisulfide reductase, subunit B",0,0,0,4,4
COG2049,Allophanate hydrolase subunit 1,0,2,3,1,6
COG2050,"Uncharacterized protein, possibly involved in aromatic compounds catabolism",0,4,77,11,92
COG2051,Ribosomal protein S27E,0,0,0,0,0
COG2052,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG2053,Ribosomal protein S28E/S33,0,0,1,1,2
COG2054,"Uncharacterized archaeal kinase related to aspartokinases, uridylate kinases",0,0,0,0,0
COG2055,Malate/L-lactate dehydrogenases,0,4,33,5,42
COG2056,Predicted permease,0,2,0,0,2
COG2057,"Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit",0,5,34,3,42
COG2058,Ribosomal protein L12E/L44/L45/RPP1/RPP2,0,0,0,2,2
COG2059,Chromate transport protein ChrA,0,2,12,3,17
COG2060,"K+-transporting ATPase, A chain",0,4,0,9,13
COG2061,"ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase",0,0,0,0,0
COG2062,Phosphohistidine phosphatase SixA,0,1,15,8,24
COG2063,Flagellar basal body L-ring protein,0,1,0,1,2
COG2064,Flp pilus assembly protein TadC,0,2,0,0,2
COG2065,Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase,4,1,17,5,27
COG2066,Glutaminase,0,1,24,10,35
COG2067,Long-chain fatty acid transport protein,1,2,0,0,3
COG2068,Uncharacterized MobA-related protein,0,1,0,0,1
COG2069,CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein),0,0,0,0,0
COG2070,Dioxygenases related to 2-nitropropane dioxygenase,0,3,16,1,20
COG2071,Predicted glutamine amidotransferases,0,1,0,2,3
COG2072,Predicted flavoprotein involved in K+ transport,0,3,93,8,104
COG2073,Cobalamin biosynthesis protein CbiG,0,0,0,3,3
COG2074,2-phosphoglycerate kinase,0,0,0,0,0
COG2075,Ribosomal protein L24E,0,0,0,0,0
COG2076,Membrane transporters of cations and cationic drugs,0,3,12,0,15
COG2077,Peroxiredoxin,0,2,16,1,19
COG2078,Uncharacterized conserved protein,0,0,0,3,3
COG2079,Uncharacterized protein involved in propionate catabolism,3,5,44,15,67
COG2080,"Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs",5,8,0,17,30
COG2081,Predicted flavoproteins,0,3,0,3,6
COG2082,Precorrin isomerase,0,0,0,1,1
COG2083,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG2084,3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases,0,5,39,25,69
COG2085,Predicted dinucleotide-binding enzymes,0,5,28,16,49
COG2086,"Electron transfer flavoprotein, beta subunit",0,3,14,3,20
COG2087,Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase,0,2,0,0,2
COG2088,"Uncharacterized protein, involved in the regulation of septum location",0,0,0,0,0
COG2089,Sialic acid synthase,1,2,15,11,29
COG2090,Uncharacterized protein conserved in archaea,0,0,0,2,2
COG2091,Phosphopantetheinyl transferase,0,1,15,0,16
COG2092,Translation elongation factor EF-1beta,0,0,0,2,2
COG2093,"DNA-directed RNA polymerase, subunit E''",0,0,0,0,0
COG2094,3-methyladenine DNA glycosylase,0,1,16,2,19
COG2095,Multiple antibiotic transporter,0,2,0,5,7
COG2096,Uncharacterized conserved protein,2,2,0,5,9
COG2097,Ribosomal protein L31E,0,0,0,1,1
COG2098,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG2099,Precorrin-6x reductase,0,0,0,0,0
COG2100,Predicted Fe-S oxidoreductase,0,0,0,0,0
COG2101,"TATA-box binding protein (TBP), component of TFIID and TFIIIB",0,0,0,1,1
COG2102,Predicted ATPases of PP-loop superfamily,0,0,0,2,2
COG2103,Predicted sugar phosphate isomerase,0,0,0,3,3
COG2104,Sulfur transfer protein involved in thiamine biosynthesis,0,1,14,2,17
COG2105,Uncharacterized conserved protein,0,0,0,0,0
COG2106,Uncharacterized conserved protein,0,0,0,1,1
COG2107,Predicted periplasmic solute-binding protein,0,1,2,6,9
COG2108,Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme,0,0,0,0,0
COG2109,ATP:corrinoid adenosyltransferase,0,4,0,3,7
COG2110,Predicted phosphatase homologous to the C-terminal domain of histone macroH2A1,0,2,5,2,9
COG2111,"Multisubunit Na+/H+ antiporter, MnhB subunit",0,1,6,0,7
COG2112,Predicted Ser/Thr protein kinase,0,0,0,2,2
COG2113,"ABC-type proline/glycine betaine transport systems, periplasmic components",0,17,0,0,17
COG2114,"Adenylate cyclase, family 3 (some proteins contain HAMP domain)",3,3,17,54,77
COG2115,Xylose isomerase,1,1,16,1,19
COG2116,Formate/nitrite family of transporters,0,1,0,1,2
COG2117,"Predicted subunit of tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain",0,0,0,0,0
COG2118,DNA-binding protein,0,0,0,1,1
COG2119,Predicted membrane protein,0,1,0,0,1
COG2120,"Uncharacterized proteins, LmbE homologs",0,1,27,17,45
COG2121,Uncharacterized protein conserved in bacteria,0,3,0,3,6
COG2122,Uncharacterized conserved protein,0,0,0,0,0
COG2123,RNase PH-related exoribonuclease,0,0,0,3,3
COG2124,Cytochrome P450,1,3,53,12,69
COG2125,Ribosomal protein S6E (S10),0,0,0,2,2
COG2126,Ribosomal protein L37E,0,0,0,0,0
COG2127,Uncharacterized conserved protein,0,1,16,3,20
COG2128,Uncharacterized conserved protein,0,4,47,2,53
COG2129,"Predicted phosphoesterases, related to the Icc protein",0,0,0,1,1
COG2130,Putative NADP-dependent oxidoreductases,0,6,8,2,16
COG2131,Deoxycytidylate deaminase,0,3,1,1,5
COG2132,Putative multicopper oxidases,0,8,6,21,35
COG2133,Glucose/sorbosone dehydrogenases,1,10,13,33,57
COG2134,CDP-diacylglycerol pyrophosphatase,0,0,0,0,0
COG2135,Uncharacterized conserved protein,0,2,17,2,21
COG2136,"Predicted exosome subunit/U3 small nucleolar ribonucleoprotein (snoRNP) component, contains IMP4 domain",0,0,0,0,0
COG2137,Uncharacterized protein conserved in bacteria,0,1,15,0,16
COG2138,Uncharacterized conserved protein,0,1,15,2,18
COG2139,Ribosomal protein L21E,0,0,0,1,1
COG2140,Thermophilic glucose-6-phosphate isomerase and related metalloenzymes,0,3,0,8,11
COG2141,"Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases",8,17,208,46,279
COG2142,"Succinate dehydrogenase, hydrophobic anchor subunit",0,0,15,0,15
COG2143,Thioredoxin-related protein,0,0,0,1,1
COG2144,Selenophosphate synthetase-related proteins,0,0,0,0,0
COG2145,"Hydroxyethylthiazole kinase, sugar kinase family",0,0,14,0,14
COG2146,Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases,0,4,30,12,46
COG2147,Ribosomal protein L19E,0,0,2,1,3
COG2148,Sugar transferases involved in lipopolysaccharide synthesis,1,1,16,11,29
COG2149,Predicted membrane protein,0,0,11,1,12
COG2150,"Predicted regulator of amino acid metabolism, contains ACT domain",0,0,0,0,0
COG2151,Predicted metal-sulfur cluster biosynthetic enzyme,0,1,28,11,40
COG2152,Predicted glycosylase,0,0,1,2,3
COG2153,Predicted acyltransferase,0,2,0,1,3
COG2154,Pterin-4a-carbinolamine dehydratase,1,2,15,7,25
COG2155,Uncharacterized conserved protein,0,0,0,0,0
COG2156,"K+-transporting ATPase, c chain",0,2,0,11,13
COG2157,Ribosomal protein L20A (L18A),0,0,0,0,0
COG2158,Uncharacterized protein containing a Zn-finger-like domain,0,0,0,0,0
COG2159,Predicted metal-dependent hydrolase of the TIM-barrel fold,7,6,30,21,64
COG2160,L-arabinose isomerase,0,0,27,2,29
COG2161,Antitoxin of toxin-antitoxin stability system,0,1,0,0,1
COG2162,Arylamine N-acetyltransferase,0,2,0,1,3
COG2163,Ribosomal protein L14E/L6E/L27E,0,0,0,0,0
COG2164,Uncharacterized conserved protein,0,0,0,1,1
COG2165,"Type II secretory pathway, pseudopilin PulG",0,1,0,1,2
COG2166,SufE protein probably involved in Fe-S center assembly,0,1,12,1,14
COG2167,Ribosomal protein L39E,0,0,0,0,0
COG2168,Uncharacterized conserved protein involved in oxidation of intracellular sulfur,0,1,0,0,1
COG2169,Adenosine deaminase,0,2,0,17,19
COG2170,Uncharacterized conserved protein,0,6,48,11,65
COG2171,Tetrahydrodipicolinate N-succinyltransferase,0,0,14,2,16
COG2172,Anti-sigma regulatory factor (Ser/Thr protein kinase),0,5,0,2,7
COG2173,D-alanyl-D-alanine dipeptidase,0,1,0,2,3
COG2174,Ribosomal protein L34E,0,0,0,0,0
COG2175,Probable taurine catabolism dioxygenase,2,5,0,2,9
COG2176,"DNA polymerase III, alpha subunit (gram-positive type)",0,1,0,1,2
COG2177,Cell division protein,0,2,10,0,12
COG2178,Predicted RNA-binding protein of the translin family,0,0,0,2,2
COG2179,Predicted hydrolase of the HAD superfamily,0,0,0,0,0
COG2180,Nitrate reductase delta subunit,0,1,0,0,1
COG2181,Nitrate reductase gamma subunit,1,1,0,0,2
COG2182,Maltose-binding periplasmic proteins/domains,0,0,16,5,21
COG2183,Transcriptional accessory protein,0,2,16,3,21
COG2184,Protein involved in cell division,0,0,0,0,0
COG2185,"Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)",0,1,0,3,4
COG2186,Transcriptional regulators,0,9,141,8,158
COG2187,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG2188,Transcriptional regulators,2,8,21,6,37
COG2189,Adenine specific DNA methylase Mod,0,1,39,2,42
COG2190,Phosphotransferase system IIA components,0,2,0,0,2
COG2191,Formylmethanofuran dehydrogenase subunit E,0,2,0,0,2
COG2192,"Predicted carbamoyl transferase, NodU family",0,18,0,15,33
COG2193,Bacterioferritin (cytochrome b1),0,4,0,1,5
COG2194,"Predicted membrane-associated, metal-dependent hydrolase",0,5,0,3,8
COG2195,Di- and tripeptidases,0,1,0,1,2
COG2197,Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain,2,25,282,57,366
COG2198,FOG: HPt domain,0,0,0,1,1
COG2199,FOG: GGDEF domain,0,34,31,27,92
COG2200,FOG: EAL domain,4,37,16,8,65
COG2201,Chemotaxis response regulator containing a CheY-like receiver domain and a methylesterase domain,0,3,0,3,6
